Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2011M04	36.799
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2011M03	5.744
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2011M02	4.021
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2011M01	2.434
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2010M12	3.327
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2010M11	3.885
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2010M10	79.112
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2010M09	164.374
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2010M08	235.079
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2010M07	224.122
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2010M06	179.536
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2010M05	121.703
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2010M04	27.938
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2010M03	9.846
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2010M02	5.719
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2010M01	4.158
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2009M12	5.028
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2009M11	4.946
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2009M10	61.906
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2009M09	163.373
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2009M08	202.627
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2009M07	192.047
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2009M06	167.392
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2009M05	133.112
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2009M04	32.662
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2009M03	7.327
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2009M02	4.108
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2009M01	2.821
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2008M12	2.251
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2008M11	2.805
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2008M10	80.141
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2008M09	165.509
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2008M08	216.654
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2008M07	201.140
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2008M06	171.182
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2008M05	130.036
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2008M04	25.517
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2008M03	9.150
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2008M02	5.109
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2008M01	3.791
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2007M12	2.948
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2007M11	3.702
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2007M10	93.109
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2007M09	162.254
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2007M08	198.218
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2007M07	192.548
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2007M06	177.108
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2007M05	133.093
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2007M04	30.707
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2007M03	8.855
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2007M02	6.106
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2007M01	6.521
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2006M12	4.277
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2006M11	4.255
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2006M10	111.916
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2006M09	203.716
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2006M08	242.687
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2006M07	219.913
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2006M06	181.763
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2006M05	141.006
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2006M04	27.039
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2006M03	6.368
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2006M02	5.436
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2006M01	4.540
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2005M12	2.610
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2005M11	4.866
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2005M10	101.882
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2005M09	180.858
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2005M08	245.790
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2005M07	225.282
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2005M06	174.334
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2005M05	128.134
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2005M04	23.349
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2005M03	8.703
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2005M02	7.838
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2005M01	7.565
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2004M12	2.614
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2004M11	3.456
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2004M10	108.932
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2004M09	161.829
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2004M08	199.489
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2004M07	176.769
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2004M06	177.406
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2004M05	143.276
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2004M04	29.385
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2004M03	9.378
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2004M02	5.685
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2004M01	4.271
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2003M12	1.738
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2003M11	3.255
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2003M10	112.731
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2003M09	166.322
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2003M08	201.147
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2003M07	179.372
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2003M06	156.404
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2003M05	125.160
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2003M04	32.074
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2003M03	9.390
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2003M02	4.425
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2003M01	4.035
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2002M12	1.544
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2002M11	2.386
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2002M10	108.847
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2002M09	152.852
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2002M08	180.950
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2002M07	174.448
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2002M06	157.913
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2002M05	124.553
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2002M04	26.986
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2002M03	7.707
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2002M02	4.667
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2002M01	4.230
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2001M12	3.392
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2001M11	4.048
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2001M10	111.585
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2001M09	163.073
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2001M08	171.620
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2001M07	200.197
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2001M06	194.705
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2001M05	159.147
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2001M04	47.293
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2001M03	9.969
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2001M02	5.404
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2001M01	3.714
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2000M12	2.277
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2000M11	2.538
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2000M10	149.698
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2000M09	202.242
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2000M08	224.777
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2000M07	238.303
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2000M06	287.697
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2000M05	286.165
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2000M04	62.165
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2000M03	4.862
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2000M02	3.256
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2000M01	4.193
National Total	04 Balears, Illes	Overnight stays	Total		2025M08	1.645.755
National Total	04 Balears, Illes	Overnight stays	Total		2025M07	1.632.594
National Total	04 Balears, Illes	Overnight stays	Total		2025M06	1.362.855
National Total	04 Balears, Illes	Overnight stays	Total		2025M05	893.142
National Total	04 Balears, Illes	Overnight stays	Total		2025M04	238.215
National Total	04 Balears, Illes	Overnight stays	Total		2025M03	67.790
National Total	04 Balears, Illes	Overnight stays	Total		2025M02	42.823
National Total	04 Balears, Illes	Overnight stays	Total		2025M01	29.454
National Total	04 Balears, Illes	Overnight stays	Total		2024M12	38.446
National Total	04 Balears, Illes	Overnight stays	Total		2024M11	41.366
National Total	04 Balears, Illes	Overnight stays	Total		2024M10	787.857
National Total	04 Balears, Illes	Overnight stays	Total		2024M09	1.379.604
National Total	04 Balears, Illes	Overnight stays	Total		2024M08	1.784.696
National Total	04 Balears, Illes	Overnight stays	Total		2024M07	1.661.301
National Total	04 Balears, Illes	Overnight stays	Total		2024M06	1.529.145
National Total	04 Balears, Illes	Overnight stays	Total		2024M05	1.087.017
National Total	04 Balears, Illes	Overnight stays	Total		2024M04	254.541
National Total	04 Balears, Illes	Overnight stays	Total		2024M03	107.956
National Total	04 Balears, Illes	Overnight stays	Total		2024M02	27.381
National Total	04 Balears, Illes	Overnight stays	Total		2024M01	23.105
National Total	04 Balears, Illes	Overnight stays	Total		2023M12	33.486
National Total	04 Balears, Illes	Overnight stays	Total		2023M11	35.243
National Total	04 Balears, Illes	Overnight stays	Total		2023M10	719.435
National Total	04 Balears, Illes	Overnight stays	Total		2023M09	1.279.975
National Total	04 Balears, Illes	Overnight stays	Total		2023M08	1.658.823
National Total	04 Balears, Illes	Overnight stays	Total		2023M07	1.586.315
National Total	04 Balears, Illes	Overnight stays	Total		2023M06	1.225.178
National Total	04 Balears, Illes	Overnight stays	Total		2023M05	932.553
National Total	04 Balears, Illes	Overnight stays	Total		2023M04	232.521
National Total	04 Balears, Illes	Overnight stays	Total		2023M03	51.572
National Total	04 Balears, Illes	Overnight stays	Total		2023M02	31.566
National Total	04 Balears, Illes	Overnight stays	Total		2023M01	20.315
National Total	04 Balears, Illes	Overnight stays	Total		2022M12	29.671
National Total	04 Balears, Illes	Overnight stays	Total		2022M11	30.402
National Total	04 Balears, Illes	Overnight stays	Total		2022M10	670.418
National Total	04 Balears, Illes	Overnight stays	Total		2022M09	1.352.548
National Total	04 Balears, Illes	Overnight stays	Total		2022M08	1.826.037
National Total	04 Balears, Illes	Overnight stays	Total		2022M07	1.730.553
National Total	04 Balears, Illes	Overnight stays	Total		2022M06	1.345.332
National Total	04 Balears, Illes	Overnight stays	Total		2022M05	871.112
National Total	04 Balears, Illes	Overnight stays	Total		2022M04	206.632
National Total	04 Balears, Illes	Overnight stays	Total		2022M03	51.733
National Total	04 Balears, Illes	Overnight stays	Total		2022M02	26.339
National Total	04 Balears, Illes	Overnight stays	Total		2022M01	17.466
National Total	04 Balears, Illes	Overnight stays	Total		2021M12	28.425
National Total	04 Balears, Illes	Overnight stays	Total		2021M11	28.869
National Total	04 Balears, Illes	Overnight stays	Total		2021M10	464.511
National Total	04 Balears, Illes	Overnight stays	Total		2021M09	786.918
National Total	04 Balears, Illes	Overnight stays	Total		2021M08	1.111.270
National Total	04 Balears, Illes	Overnight stays	Total		2021M07	888.890
National Total	04 Balears, Illes	Overnight stays	Total		2021M06	346.508
National Total	04 Balears, Illes	Overnight stays	Total		2021M05	100.507
National Total	04 Balears, Illes	Overnight stays	Total		2021M04	28.106
National Total	04 Balears, Illes	Overnight stays	Total		2021M03	20.522
National Total	04 Balears, Illes	Overnight stays	Total		2021M02	10.428
National Total	04 Balears, Illes	Overnight stays	Total		2021M01	9.378
National Total	04 Balears, Illes	Overnight stays	Total		2020M12	13.342
National Total	04 Balears, Illes	Overnight stays	Total		2020M11	7.376
National Total	04 Balears, Illes	Overnight stays	Total		2020M10	43.631
National Total	04 Balears, Illes	Overnight stays	Total		2020M09	218.374
National Total	04 Balears, Illes	Overnight stays	Total		2020M08	550.377
National Total	04 Balears, Illes	Overnight stays	Total		2020M07	383.634
National Total	04 Balears, Illes	Overnight stays	Total		2020M06	25.926
National Total	04 Balears, Illes	Overnight stays	Total		2020M05	5.848
National Total	04 Balears, Illes	Overnight stays	Total		2020M04	0
National Total	04 Balears, Illes	Overnight stays	Total		2020M03	10.384
National Total	04 Balears, Illes	Overnight stays	Total		2020M02	31.495
National Total	04 Balears, Illes	Overnight stays	Total		2020M01	20.375
National Total	04 Balears, Illes	Overnight stays	Total		2019M12	33.052
National Total	04 Balears, Illes	Overnight stays	Total		2019M11	37.509
National Total	04 Balears, Illes	Overnight stays	Total		2019M10	685.752
