Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M06	46.098
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M05	33.238
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M04	35.219
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M03	33.857
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M02	24.022
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M01	19.635
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M12	46.459
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M11	35.913
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M10	34.897
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M09	35.626
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M08	42.239
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M07	35.820
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M06	45.329
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M05	29.623
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M04	33.645
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M03	41.731
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M02	23.611
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M01	18.198
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M12	42.877
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M11	27.330
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M10	29.212
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M09	32.418
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M08	41.466
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M07	36.000
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M06	39.485
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M05	25.505
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M04	35.192
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M03	25.289
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M02	23.917
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M01	16.373
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M12	39.292
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M11	25.302
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M10	33.616
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M09	26.568
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M08	35.294
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M07	32.157
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M06	34.117
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M05	27.869
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M04	22.207
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M03	29.675
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M02	20.581
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M01	16.328
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M12	36.408
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M11	24.837
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M10	33.734
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M09	29.698
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M08	36.713
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M07	27.848
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M06	31.530
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M05	32.210
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M04	29.735
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M03	21.169
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M02	18.608
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M01	13.017
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M12	33.232
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M11	24.050
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M10	26.082
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M09	24.555
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M08	34.725
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M07	24.431
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M06	28.619
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M05	22.854
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M04	23.465
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M03	19.303
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M02	16.173
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M01	11.153
National Total	09 Cataluña	Guests	Total	Residents in Spain	2013M12	25.580
National Total	09 Cataluña	Guests	Total	Residents in Spain	2013M11	22.702
National Total	09 Cataluña	Guests	Total	Residents in Spain	2013M10	21.446
National Total	09 Cataluña	Guests	Total	Residents in Spain	2013M09	19.039
National Total	09 Cataluña	Guests	Total	Residents in Spain	2013M08	27.129
National Total	09 Cataluña	Guests	Total	Residents in Spain	2013M07	19.173
National Total	09 Cataluña	Guests	Total	Residents in Spain	2013M06	25.455
National Total	09 Cataluña	Guests	Total	Residents in Spain	2013M05	19.812
National Total	09 Cataluña	Guests	Total	Residents in Spain	2013M04	13.948
National Total	09 Cataluña	Guests	Total	Residents in Spain	2013M03	21.697
National Total	09 Cataluña	Guests	Total	Residents in Spain	2013M02	11.694
National Total	09 Cataluña	Guests	Total	Residents in Spain	2013M01	8.081
National Total	09 Cataluña	Guests	Total	Residents in Spain	2012M12	27.815
National Total	09 Cataluña	Guests	Total	Residents in Spain	2012M11	18.259
National Total	09 Cataluña	Guests	Total	Residents in Spain	2012M10	23.392
National Total	09 Cataluña	Guests	Total	Residents in Spain	2012M09	22.769
National Total	09 Cataluña	Guests	Total	Residents in Spain	2012M08	26.913
National Total	09 Cataluña	Guests	Total	Residents in Spain	2012M07	25.026
National Total	09 Cataluña	Guests	Total	Residents in Spain	2012M06	25.440
National Total	09 Cataluña	Guests	Total	Residents in Spain	2012M05	22.335
National Total	09 Cataluña	Guests	Total	Residents in Spain	2012M04	25.059
National Total	09 Cataluña	Guests	Total	Residents in Spain	2012M03	18.812
National Total	09 Cataluña	Guests	Total	Residents in Spain	2012M02	15.553
National Total	09 Cataluña	Guests	Total	Residents in Spain	2012M01	11.458
National Total	09 Cataluña	Guests	Total	Residents in Spain	2011M12	31.077
National Total	09 Cataluña	Guests	Total	Residents in Spain	2011M11	22.227
National Total	09 Cataluña	Guests	Total	Residents in Spain	2011M10	26.624
National Total	09 Cataluña	Guests	Total	Residents in Spain	2011M09	22.247
National Total	09 Cataluña	Guests	Total	Residents in Spain	2011M08	31.578
National Total	09 Cataluña	Guests	Total	Residents in Spain	2011M07	24.661
National Total	09 Cataluña	Guests	Total	Residents in Spain	2011M06	28.419
National Total	09 Cataluña	Guests	Total	Residents in Spain	2011M05	22.766
National Total	09 Cataluña	Guests	Total	Residents in Spain	2011M04	27.661
National Total	09 Cataluña	Guests	Total	Residents in Spain	2011M03	21.920
National Total	09 Cataluña	Guests	Total	Residents in Spain	2011M02	17.466
National Total	09 Cataluña	Guests	Total	Residents in Spain	2011M01	11.925
National Total	09 Cataluña	Guests	Total	Residents in Spain	2010M12	29.654
National Total	09 Cataluña	Guests	Total	Residents in Spain	2010M11	19.525
National Total	09 Cataluña	Guests	Total	Residents in Spain	2010M10	29.211
National Total	09 Cataluña	Guests	Total	Residents in Spain	2010M09	22.262
National Total	09 Cataluña	Guests	Total	Residents in Spain	2010M08	24.711
National Total	09 Cataluña	Guests	Total	Residents in Spain	2010M07	24.225
National Total	09 Cataluña	Guests	Total	Residents in Spain	2010M06	24.349
National Total	09 Cataluña	Guests	Total	Residents in Spain	2010M05	21.885
National Total	09 Cataluña	Guests	Total	Residents in Spain	2010M04	22.546
National Total	09 Cataluña	Guests	Total	Residents in Spain	2010M03	22.376
National Total	09 Cataluña	Guests	Total	Residents in Spain	2010M02	17.791
National Total	09 Cataluña	Guests	Total	Residents in Spain	2010M01	15.231
National Total	09 Cataluña	Guests	Total	Residents in Spain	2009M12	33.058
National Total	09 Cataluña	Guests	Total	Residents in Spain	2009M11	24.130
National Total	09 Cataluña	Guests	Total	Residents in Spain	2009M10	29.186
National Total	09 Cataluña	Guests	Total	Residents in Spain	2009M09	27.454
National Total	09 Cataluña	Guests	Total	Residents in Spain	2009M08	27.640
National Total	09 Cataluña	Guests	Total	Residents in Spain	2009M07	28.738
National Total	09 Cataluña	Guests	Total	Residents in Spain	2009M06	26.411
National Total	09 Cataluña	Guests	Total	Residents in Spain	2009M05	24.758
National Total	09 Cataluña	Guests	Total	Residents in Spain	2009M04	30.296
National Total	09 Cataluña	Guests	Total	Residents in Spain	2009M03	21.628
National Total	09 Cataluña	Guests	Total	Residents in Spain	2009M02	19.546
National Total	09 Cataluña	Guests	Total	Residents in Spain	2009M01	15.826
National Total	09 Cataluña	Guests	Total	Residents in Spain	2008M12	30.997
National Total	09 Cataluña	Guests	Total	Residents in Spain	2008M11	26.377
National Total	09 Cataluña	Guests	Total	Residents in Spain	2008M10	28.091
National Total	09 Cataluña	Guests	Total	Residents in Spain	2008M09	24.452
National Total	09 Cataluña	Guests	Total	Residents in Spain	2008M08	29.739
National Total	09 Cataluña	Guests	Total	Residents in Spain	2008M07	24.834
National Total	09 Cataluña	Guests	Total	Residents in Spain	2008M06	31.200
National Total	09 Cataluña	Guests	Total	Residents in Spain	2008M05	24.802
National Total	09 Cataluña	Guests	Total	Residents in Spain	2008M04	24.842
National Total	09 Cataluña	Guests	Total	Residents in Spain	2008M03	28.940
National Total	09 Cataluña	Guests	Total	Residents in Spain	2008M02	21.793
National Total	09 Cataluña	Guests	Total	Residents in Spain	2008M01	15.393
National Total	09 Cataluña	Guests	Total	Residents in Spain	2007M12	33.149
National Total	09 Cataluña	Guests	Total	Residents in Spain	2007M11	20.951
National Total	09 Cataluña	Guests	Total	Residents in Spain	2007M10	30.441
National Total	09 Cataluña	Guests	Total	Residents in Spain	2007M09	22.299
National Total	09 Cataluña	Guests	Total	Residents in Spain	2007M08	29.131
National Total	09 Cataluña	Guests	Total	Residents in Spain	2007M07	24.417
National Total	09 Cataluña	Guests	Total	Residents in Spain	2007M06	28.759
National Total	09 Cataluña	Guests	Total	Residents in Spain	2007M05	22.963
National Total	09 Cataluña	Guests	Total	Residents in Spain	2007M04	30.174
National Total	09 Cataluña	Guests	Total	Residents in Spain	2007M03	21.250
National Total	09 Cataluña	Guests	Total	Residents in Spain	2007M02	18.437
National Total	09 Cataluña	Guests	Total	Residents in Spain	2007M01	11.537
National Total	09 Cataluña	Guests	Total	Residents in Spain	2006M12	28.957
National Total	09 Cataluña	Guests	Total	Residents in Spain	2006M11	21.812
National Total	09 Cataluña	Guests	Total	Residents in Spain	2006M10	24.301
National Total	09 Cataluña	Guests	Total	Residents in Spain	2006M09	21.168
National Total	09 Cataluña	Guests	Total	Residents in Spain	2006M08	24.616
National Total	09 Cataluña	Guests	Total	Residents in Spain	2006M07	21.265
National Total	09 Cataluña	Guests	Total	Residents in Spain	2006M06	24.050
National Total	09 Cataluña	Guests	Total	Residents in Spain	2006M05	17.595
National Total	09 Cataluña	Guests	Total	Residents in Spain	2006M04	26.000
National Total	09 Cataluña	Guests	Total	Residents in Spain	2006M03	18.291
National Total	09 Cataluña	Guests	Total	Residents in Spain	2006M02	15.680
National Total	09 Cataluña	Guests	Total	Residents in Spain	2006M01	11.723
National Total	09 Cataluña	Guests	Total	Residents in Spain	2005M12	24.933
National Total	09 Cataluña	Guests	Total	Residents in Spain	2005M11	16.422
National Total	09 Cataluña	Guests	Total	Residents in Spain	2005M10	19.273
National Total	09 Cataluña	Guests	Total	Residents in Spain	2005M09	16.911
National Total	09 Cataluña	Guests	Total	Residents in Spain	2005M08	23.042
National Total	09 Cataluña	Guests	Total	Residents in Spain	2005M07	17.674
National Total	09 Cataluña	Guests	Total	Residents in Spain	2005M06	17.887
National Total	09 Cataluña	Guests	Total	Residents in Spain	2005M05	16.874
National Total	09 Cataluña	Guests	Total	Residents in Spain	2005M04	13.498
National Total	09 Cataluña	Guests	Total	Residents in Spain	2005M03	20.231
National Total	09 Cataluña	Guests	Total	Residents in Spain	2005M02	12.208
National Total	09 Cataluña	Guests	Total	Residents in Spain	2005M01	10.134
National Total	09 Cataluña	Guests	Total	Residents in Spain	2004M12	19.376
National Total	09 Cataluña	Guests	Total	Residents in Spain	2004M11	14.743
National Total	09 Cataluña	Guests	Total	Residents in Spain	2004M10	20.176
National Total	09 Cataluña	Guests	Total	Residents in Spain	2004M09	16.069
National Total	09 Cataluña	Guests	Total	Residents in Spain	2004M08	21.719
National Total	09 Cataluña	Guests	Total	Residents in Spain	2004M07	15.989
National Total	09 Cataluña	Guests	Total	Residents in Spain	2004M06	14.605
National Total	09 Cataluña	Guests	Total	Residents in Spain	2004M05	14.963
National Total	09 Cataluña	Guests	Total	Residents in Spain	2004M04	18.835
National Total	09 Cataluña	Guests	Total	Residents in Spain	2004M03	13.125
National Total	09 Cataluña	Guests	Total	Residents in Spain	2004M02	12.589
National Total	09 Cataluña	Guests	Total	Residents in Spain	2004M01	9.967
National Total	09 Cataluña	Guests	Total	Residents in Spain	2003M12	18.491
National Total	09 Cataluña	Guests	Total	Residents in Spain	2003M11	12.609
National Total	09 Cataluña	Guests	Total	Residents in Spain	2003M10	15.821
National Total	09 Cataluña	Guests	Total	Residents in Spain	2003M09	13.548
National Total	09 Cataluña	Guests	Total	Residents in Spain	2003M08	18.203
National Total	09 Cataluña	Guests	Total	Residents in Spain	2003M07	13.449
National Total	09 Cataluña	Guests	Total	Residents in Spain	2003M06	12.907
National Total	09 Cataluña	Guests	Total	Residents in Spain	2003M05	11.853
National Total	09 Cataluña	Guests	Total	Residents in Spain	2003M04	14.765
National Total	09 Cataluña	Guests	Total	Residents in Spain	2003M03	11.442
National Total	09 Cataluña	Guests	Total	Residents in Spain	2003M02	7.956
National Total	09 Cataluña	Guests	Total	Residents in Spain	2003M01	7.703
National Total	09 Cataluña	Guests	Total	Residents in Spain	2002M12	10.656
National Total	09 Cataluña	Guests	Total	Residents in Spain	2002M11	10.656
National Total	09 Cataluña	Guests	Total	Residents in Spain	2002M10	13.999
National Total	09 Cataluña	Guests	Total	Residents in Spain	2002M09	11.738
National Total	09 Cataluña	Guests	Total	Residents in Spain	2002M08	19.449
National Total	09 Cataluña	Guests	Total	Residents in Spain	2002M07	13.259
National Total	09 Cataluña	Guests	Total	Residents in Spain	2002M06	12.638
National Total	09 Cataluña	Guests	Total	Residents in Spain	2002M05	11.293
National Total	09 Cataluña	Guests	Total	Residents in Spain	2002M04	9.885
