Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M05	9.861
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M04	13.878
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M03	6.727
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M02	2.676
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M01	1.397
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M12	5.685
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M11	4.953
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M10	6.925
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M09	5.029
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M08	22.072
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M07	55.550
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M06	19.784
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M05	8.890
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M04	9.715
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M03	9.876
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M02	2.578
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M01	1.125
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M12	4.845
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M11	4.493
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M10	6.817
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M09	3.220
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M08	17.564
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M07	41.835
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M06	16.584
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M05	8.511
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M04	12.906
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M03	7.353
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M02	2.222
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M01	1.072
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M12	5.680
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M11	3.700
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M10	7.847
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M09	3.670
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M08	24.767
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M07	39.291
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M06	15.015
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M05	7.406
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M04	6.520
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M03	7.575
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M02	1.570
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M01	1.400
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M12	2.930
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M11	3.335
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M10	6.911
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M09	3.060
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M08	16.337
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M07	33.416
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M06	11.812
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M05	7.538
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M04	8.732
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M03	7.388
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M02	2.373
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M01	1.007
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M12	3.557
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M11	3.470
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M10	3.424
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M09	5.527
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M08	14.508
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M07	32.416
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M06	17.549
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M05	7.402
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M04	8.515
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M03	5.768
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M02	2.234
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M01	3.469
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M09	87
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M08	257
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M07	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M06	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M05	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M04	258
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M03	35
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M02	120
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M01	4
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M12	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M11	245
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M10	34
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M09	4
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M08	74
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M07	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M06	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M05	177
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M04	594
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M03	343
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M02	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M01	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M12	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M11	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M10	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M09	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M08	1.246
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M07	1.970
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M06	90
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M05	9
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M04	428
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M03	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M02	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M01	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M12	14
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M11	412
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M10	921
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M09	109
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M08	921
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M07	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M06	14
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M05	204
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M04	52
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M03	6
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M02	10
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M01	52
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M12	81
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M11	50
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M10	141
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M09	40
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M08	70
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M07	948
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M06	17
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M05	57
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M04	2
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M03	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M02	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M01	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M12	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M11	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M10	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M09	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M08	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M07	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M06	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M05	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M04	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M03	84
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M02	97
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M01	35
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M12	78
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M11	113
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M10	144
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M09	513
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M08	2.447
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M07	386
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M06	305
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M05	270
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M04	523
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M03	344
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M02	170
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M01	221
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M12	88
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M11	98
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M10	132
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M09	295
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M08	721
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M07	374
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M06	311
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M05	386
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M04	131
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M03	198
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M02	120
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M01	76
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M12	75
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M11	221
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M10	256
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M09	207
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M08	265
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M07	620
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M06	203
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M05	339
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M04	454
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M03	446
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M02	485
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M01	235
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M12	108
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M11	105
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M10	550
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M09	160
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M08	294
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M07	3.049
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M06	148
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M05	230
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M04	156
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M03	379
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M02	1.618
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M01	81
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M12	113
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M11	69
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M10	201
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M09	270
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M08	401
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M07	648
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M06	284
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M05	291
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M04	376
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M03	652
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M02	221
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M01	107
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M12	145
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M11	293
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M10	179
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M09	193
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M08	376
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M07	938
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M06	374
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M05	302
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M04	329
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M03	143
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M02	201
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M01	240
National Total	09 Cataluña	Guests	Total		2025M09	24.940
National Total	09 Cataluña	Guests	Total		2025M08	30.227
National Total	09 Cataluña	Guests	Total		2025M07	31.319
National Total	09 Cataluña	Guests	Total		2025M06	38.464
National Total	09 Cataluña	Guests	Total		2025M05	43.741
National Total	09 Cataluña	Guests	Total		2025M04	35.970
National Total	09 Cataluña	Guests	Total		2025M03	30.040
National Total	09 Cataluña	Guests	Total		2025M02	23.394
National Total	09 Cataluña	Guests	Total		2025M01	27.581
National Total	09 Cataluña	Guests	Total		2024M12	20.250
National Total	09 Cataluña	Guests	Total		2024M11	27.063
National Total	09 Cataluña	Guests	Total		2024M10	35.165
National Total	09 Cataluña	Guests	Total		2024M09	33.587
National Total	09 Cataluña	Guests	Total		2024M08	45.114
National Total	09 Cataluña	Guests	Total		2024M07	50.053
National Total	09 Cataluña	Guests	Total		2024M06	48.280
National Total	09 Cataluña	Guests	Total		2024M05	57.254
National Total	09 Cataluña	Guests	Total		2024M04	44.366
National Total	09 Cataluña	Guests	Total		2024M03	36.565
National Total	09 Cataluña	Guests	Total		2024M02	29.924
National Total	09 Cataluña	Guests	Total		2024M01	21.913
National Total	09 Cataluña	Guests	Total		2023M12	17.322
National Total	09 Cataluña	Guests	Total		2023M11	24.091
National Total	09 Cataluña	Guests	Total		2023M10	37.725
National Total	09 Cataluña	Guests	Total		2023M09	42.639
National Total	09 Cataluña	Guests	Total		2023M08	45.456
National Total	09 Cataluña	Guests	Total		2023M07	44.443
National Total	09 Cataluña	Guests	Total		2023M06	48.718
National Total	09 Cataluña	Guests	Total		2023M05	46.403
National Total	09 Cataluña	Guests	Total		2023M04	39.745
National Total	09 Cataluña	Guests	Total		2023M03	32.642
National Total	09 Cataluña	Guests	Total		2023M02	20.711
National Total	09 Cataluña	Guests	Total		2023M01	13.314
National Total	09 Cataluña	Guests	Total		2022M12	15.620
National Total	09 Cataluña	Guests	Total		2022M11	17.758
National Total	09 Cataluña	Guests	Total		2022M10	36.772
National Total	09 Cataluña	Guests	Total		2022M09	28.886
National Total	09 Cataluña	Guests	Total		2022M08	40.316
National Total	09 Cataluña	Guests	Total		2022M07	35.164
National Total	09 Cataluña	Guests	Total		2022M06	42.123
National Total	09 Cataluña	Guests	Total		2022M05	39.826
National Total	09 Cataluña	Guests	Total		2022M04	33.565
National Total	09 Cataluña	Guests	Total		2022M03	24.518
National Total	09 Cataluña	Guests	Total		2022M02	13.120
National Total	09 Cataluña	Guests	Total		2022M01	8.774
National Total	09 Cataluña	Guests	Total		2021M12	.
National Total	09 Cataluña	Guests	Total		2021M11	12.900
National Total	09 Cataluña	Guests	Total		2021M10	20.158
National Total	09 Cataluña	Guests	Total		2021M09	15.312
National Total	09 Cataluña	Guests	Total		2021M08	19.730
National Total	09 Cataluña	Guests	Total		2021M07	14.280
National Total	09 Cataluña	Guests	Total		2021M06	17.782
National Total	09 Cataluña	Guests	Total		2021M05	12.453
National Total	09 Cataluña	Guests	Total		2021M04	6.844
National Total	09 Cataluña	Guests	Total		2021M03	5.073
National Total	09 Cataluña	Guests	Total		2021M02	.
National Total	09 Cataluña	Guests	Total		2021M01	894
National Total	09 Cataluña	Guests	Total		2020M12	1.220
National Total	09 Cataluña	Guests	Total		2020M11	.
National Total	09 Cataluña	Guests	Total		2020M10	5.676
National Total	09 Cataluña	Guests	Total		2020M09	5.523
National Total	09 Cataluña	Guests	Total		2020M08	10.804
National Total	09 Cataluña	Guests	Total		2020M07	6.976
National Total	09 Cataluña	Guests	Total		2020M06	866
National Total	09 Cataluña	Guests	Total		2020M05	.
National Total	09 Cataluña	Guests	Total		2020M04	.
National Total	09 Cataluña	Guests	Total		2020M03	9.259
National Total	09 Cataluña	Guests	Total		2020M02	21.461
National Total	09 Cataluña	Guests	Total		2020M01	13.473
National Total	09 Cataluña	Guests	Total		2019M12	16.409
National Total	09 Cataluña	Guests	Total		2019M11	23.768
National Total	09 Cataluña	Guests	Total		2019M10	33.180
National Total	09 Cataluña	Guests	Total		2019M09	31.648
National Total	09 Cataluña	Guests	Total		2019M08	41.891
National Total	09 Cataluña	Guests	Total		2019M07	36.043
National Total	09 Cataluña	Guests	Total		2019M06	46.307
National Total	09 Cataluña	Guests	Total		2019M05	42.184
National Total	09 Cataluña	Guests	Total		2019M04	38.700
National Total	09 Cataluña	Guests	Total		2019M03	30.368
National Total	09 Cataluña	Guests	Total		2019M02	19.448
National Total	09 Cataluña	Guests	Total		2019M01	12.723
National Total	09 Cataluña	Guests	Total		2018M12	15.870
National Total	09 Cataluña	Guests	Total		2018M11	20.138
National Total	09 Cataluña	Guests	Total		2018M10	33.308
National Total	09 Cataluña	Guests	Total		2018M09	30.039
National Total	09 Cataluña	Guests	Total		2018M08	37.592
National Total	09 Cataluña	Guests	Total		2018M07	37.950
National Total	09 Cataluña	Guests	Total		2018M06	44.684
National Total	09 Cataluña	Guests	Total		2018M05	48.945
National Total	09 Cataluña	Guests	Total		2018M04	37.698
National Total	09 Cataluña	Guests	Total		2018M03	32.159
National Total	09 Cataluña	Guests	Total		2018M02	19.505
National Total	09 Cataluña	Guests	Total		2018M01	12.480
National Total	09 Cataluña	Guests	Total		2017M12	17.177
National Total	09 Cataluña	Guests	Total		2017M11	21.315
National Total	09 Cataluña	Guests	Total		2017M10	35.438
National Total	09 Cataluña	Guests	Total		2017M09	33.629
National Total	09 Cataluña	Guests	Total		2017M08	39.585
National Total	09 Cataluña	Guests	Total		2017M07	41.697
National Total	09 Cataluña	Guests	Total		2017M06	42.481
National Total	09 Cataluña	Guests	Total		2017M05	45.993
National Total	09 Cataluña	Guests	Total		2017M04	43.056
National Total	09 Cataluña	Guests	Total		2017M03	30.662
National Total	09 Cataluña	Guests	Total		2017M02	20.419
National Total	09 Cataluña	Guests	Total		2017M01	13.263
National Total	09 Cataluña	Guests	Total		2016M12	18.241
National Total	09 Cataluña	Guests	Total		2016M11	19.105
National Total	09 Cataluña	Guests	Total		2016M10	35.925
National Total	09 Cataluña	Guests	Total		2016M09	33.520
National Total	09 Cataluña	Guests	Total		2016M08	39.395
National Total	09 Cataluña	Guests	Total		2016M07	41.472
National Total	09 Cataluña	Guests	Total		2016M06	44.052
National Total	09 Cataluña	Guests	Total		2016M05	46.624
National Total	09 Cataluña	Guests	Total		2016M04	36.052
National Total	09 Cataluña	Guests	Total		2016M03	31.783
National Total	09 Cataluña	Guests	Total		2016M02	20.129
National Total	09 Cataluña	Guests	Total		2016M01	13.593
National Total	09 Cataluña	Guests	Total		2015M12	15.486
National Total	09 Cataluña	Guests	Total		2015M11	17.047
National Total	09 Cataluña	Guests	Total		2015M10	35.119
National Total	09 Cataluña	Guests	Total		2015M09	28.887
National Total	09 Cataluña	Guests	Total		2015M08	40.663
National Total	09 Cataluña	Guests	Total		2015M07	37.934
National Total	09 Cataluña	Guests	Total		2015M06	41.048
National Total	09 Cataluña	Guests	Total		2015M05	41.774
National Total	09 Cataluña	Guests	Total		2015M04	34.707
National Total	09 Cataluña	Guests	Total		2015M03	28.027
National Total	09 Cataluña	Guests	Total		2015M02	17.447
National Total	09 Cataluña	Guests	Total		2015M01	12.387
National Total	09 Cataluña	Guests	Total		2014M12	15.995
National Total	09 Cataluña	Guests	Total		2014M11	17.574
National Total	09 Cataluña	Guests	Total		2014M10	32.721
National Total	09 Cataluña	Guests	Total		2014M09	26.102
National Total	09 Cataluña	Guests	Total		2014M08	39.195
National Total	09 Cataluña	Guests	Total		2014M07	38.022
National Total	09 Cataluña	Guests	Total		2014M06	42.915
National Total	09 Cataluña	Guests	Total		2014M05	43.120
National Total	09 Cataluña	Guests	Total		2014M04	34.416
National Total	09 Cataluña	Guests	Total		2014M03	26.025
National Total	09 Cataluña	Guests	Total		2014M02	18.208
National Total	09 Cataluña	Guests	Total		2014M01	8.817
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M09	8.236
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M08	9.897
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M07	11.382
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M06	14.530
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M05	21.727
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M04	16.176
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M03	10.172
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M02	3.961
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M01	8.609
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M12	4.506
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M11	8.694
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M10	13.981
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M09	13.967
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M08	20.668
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M07	17.644
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M06	21.271
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M05	27.997
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M04	21.760
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M03	14.163
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M02	10.032
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M01	5.187
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M12	8.432
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M11	14.131
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M10	18.965
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M09	24.219
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M08	21.776
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M07	22.655
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M06	30.908
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M05	30.830
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M04	25.582
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M03	19.338
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M02	8.963
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M01	6.944
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M12	9.191
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M11	10.286
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M10	23.441
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M09	16.025
