Provinces	Travellers and overnight stays	Residence	Periodo	Total
01 Araba/Álava	Overnight stays	Residents abroad	2023M10	2.405
01 Araba/Álava	Overnight stays	Residents abroad	2023M09	2.244
01 Araba/Álava	Overnight stays	Residents abroad	2023M08	2.114
01 Araba/Álava	Overnight stays	Residents abroad	2023M07	2.229
01 Araba/Álava	Overnight stays	Residents abroad	2023M06	1.328
01 Araba/Álava	Overnight stays	Residents abroad	2023M05	2.008
01 Araba/Álava	Overnight stays	Residents abroad	2023M04	1.943
01 Araba/Álava	Overnight stays	Residents abroad	2023M03	2.353
01 Araba/Álava	Overnight stays	Residents abroad	2023M02	1.805
01 Araba/Álava	Overnight stays	Residents abroad	2023M01	1.967
01 Araba/Álava	Overnight stays	Residents abroad	2022M12	1.913
01 Araba/Álava	Overnight stays	Residents abroad	2022M11	1.232
01 Araba/Álava	Overnight stays	Residents abroad	2022M10	2.078
01 Araba/Álava	Overnight stays	Residents abroad	2022M09	2.131
01 Araba/Álava	Overnight stays	Residents abroad	2022M08	2.377
01 Araba/Álava	Overnight stays	Residents abroad	2022M07	2.399
01 Araba/Álava	Overnight stays	Residents abroad	2022M06	1.537
01 Araba/Álava	Overnight stays	Residents abroad	2022M05	1.416
01 Araba/Álava	Overnight stays	Residents abroad	2022M04	1.267
01 Araba/Álava	Overnight stays	Residents abroad	2022M03	1.486
01 Araba/Álava	Overnight stays	Residents abroad	2022M02	1.327
01 Araba/Álava	Overnight stays	Residents abroad	2022M01	1.288
01 Araba/Álava	Overnight stays	Residents abroad	2021M12	1.439
01 Araba/Álava	Overnight stays	Residents abroad	2021M11	1.523
01 Araba/Álava	Overnight stays	Residents abroad	2021M10	1.473
01 Araba/Álava	Overnight stays	Residents abroad	2021M09	1.262
01 Araba/Álava	Overnight stays	Residents abroad	2021M08	973
01 Araba/Álava	Overnight stays	Residents abroad	2021M07	1.039
01 Araba/Álava	Overnight stays	Residents abroad	2021M06	858
01 Araba/Álava	Overnight stays	Residents abroad	2021M05	860
01 Araba/Álava	Overnight stays	Residents abroad	2021M04	709
01 Araba/Álava	Overnight stays	Residents abroad	2021M03	661
01 Araba/Álava	Overnight stays	Residents abroad	2021M02	813
01 Araba/Álava	Overnight stays	Residents abroad	2021M01	831
01 Araba/Álava	Overnight stays	Residents abroad	2020M12	889
01 Araba/Álava	Overnight stays	Residents abroad	2020M11	751
01 Araba/Álava	Overnight stays	Residents abroad	2020M10	717
01 Araba/Álava	Overnight stays	Residents abroad	2020M09	733
01 Araba/Álava	Overnight stays	Residents abroad	2020M08	1.090
01 Araba/Álava	Overnight stays	Residents abroad	2020M07	900
01 Araba/Álava	Overnight stays	Residents abroad	2020M06	1.012
01 Araba/Álava	Overnight stays	Residents abroad	2020M05	.
01 Araba/Álava	Overnight stays	Residents abroad	2020M04	0
01 Araba/Álava	Overnight stays	Residents abroad	2020M03	398
01 Araba/Álava	Overnight stays	Residents abroad	2020M02	949
01 Araba/Álava	Overnight stays	Residents abroad	2020M01	878
01 Araba/Álava	Overnight stays	Residents abroad	2019M12	962
01 Araba/Álava	Overnight stays	Residents abroad	2019M11	919
01 Araba/Álava	Overnight stays	Residents abroad	2019M10	1.051
01 Araba/Álava	Overnight stays	Residents abroad	2019M09	1.642
01 Araba/Álava	Overnight stays	Residents abroad	2019M08	2.442
01 Araba/Álava	Overnight stays	Residents abroad	2019M07	2.207
01 Araba/Álava	Overnight stays	Residents abroad	2019M06	1.677
01 Araba/Álava	Overnight stays	Residents abroad	2019M05	1.825
01 Araba/Álava	Overnight stays	Residents abroad	2019M04	1.705
01 Araba/Álava	Overnight stays	Residents abroad	2019M03	1.983
01 Araba/Álava	Overnight stays	Residents abroad	2019M02	1.617
01 Araba/Álava	Overnight stays	Residents abroad	2019M01	1.866
01 Araba/Álava	Overnight stays	Residents abroad	2018M12	1.235
01 Araba/Álava	Overnight stays	Residents abroad	2018M11	1.271
01 Araba/Álava	Overnight stays	Residents abroad	2018M10	1.317
01 Araba/Álava	Overnight stays	Residents abroad	2018M09	1.017
01 Araba/Álava	Overnight stays	Residents abroad	2018M08	996
01 Araba/Álava	Overnight stays	Residents abroad	2018M07	1.038
01 Araba/Álava	Overnight stays	Residents abroad	2018M06	522
01 Araba/Álava	Overnight stays	Residents abroad	2018M05	1.021
01 Araba/Álava	Overnight stays	Residents abroad	2018M04	948
01 Araba/Álava	Overnight stays	Residents abroad	2018M03	951
01 Araba/Álava	Overnight stays	Residents abroad	2018M02	524
01 Araba/Álava	Overnight stays	Residents abroad	2018M01	545
01 Araba/Álava	Overnight stays	Residents abroad	2017M12	660
01 Araba/Álava	Overnight stays	Residents abroad	2017M11	1.094
01 Araba/Álava	Overnight stays	Residents abroad	2017M10	908
01 Araba/Álava	Overnight stays	Residents abroad	2017M09	737
01 Araba/Álava	Overnight stays	Residents abroad	2017M08	1.064
01 Araba/Álava	Overnight stays	Residents abroad	2017M07	1.133
01 Araba/Álava	Overnight stays	Residents abroad	2017M06	583
01 Araba/Álava	Overnight stays	Residents abroad	2017M05	870
01 Araba/Álava	Overnight stays	Residents abroad	2017M04	888
01 Araba/Álava	Overnight stays	Residents abroad	2017M03	842
01 Araba/Álava	Overnight stays	Residents abroad	2017M02	510
01 Araba/Álava	Overnight stays	Residents abroad	2017M01	403
01 Araba/Álava	Overnight stays	Residents abroad	2016M12	517
01 Araba/Álava	Overnight stays	Residents abroad	2016M11	591
01 Araba/Álava	Overnight stays	Residents abroad	2016M10	672
01 Araba/Álava	Overnight stays	Residents abroad	2016M09	722
01 Araba/Álava	Overnight stays	Residents abroad	2016M08	1.677
01 Araba/Álava	Overnight stays	Residents abroad	2016M07	1.629
01 Araba/Álava	Overnight stays	Residents abroad	2016M06	1.082
01 Araba/Álava	Overnight stays	Residents abroad	2016M05	964
01 Araba/Álava	Overnight stays	Residents abroad	2016M04	741
01 Araba/Álava	Overnight stays	Residents abroad	2016M03	727
01 Araba/Álava	Overnight stays	Residents abroad	2016M02	883
01 Araba/Álava	Overnight stays	Residents abroad	2016M01	302
01 Araba/Álava	Overnight stays	Residents abroad	2015M12	781
01 Araba/Álava	Overnight stays	Residents abroad	2015M11	899
01 Araba/Álava	Overnight stays	Residents abroad	2015M10	1.022
01 Araba/Álava	Overnight stays	Residents abroad	2015M09	1.190
01 Araba/Álava	Overnight stays	Residents abroad	2015M08	1.859
01 Araba/Álava	Overnight stays	Residents abroad	2015M07	2.084
01 Araba/Álava	Overnight stays	Residents abroad	2015M06	742
01 Araba/Álava	Overnight stays	Residents abroad	2015M05	1.041
01 Araba/Álava	Overnight stays	Residents abroad	2015M04	987
01 Araba/Álava	Overnight stays	Residents abroad	2015M03	876
01 Araba/Álava	Overnight stays	Residents abroad	2015M02	1.469
01 Araba/Álava	Overnight stays	Residents abroad	2015M01	1.383
01 Araba/Álava	Overnight stays	Residents abroad	2014M12	2.035
01 Araba/Álava	Overnight stays	Residents abroad	2014M11	1.706
01 Araba/Álava	Overnight stays	Residents abroad	2014M10	1.561
01 Araba/Álava	Overnight stays	Residents abroad	2014M09	1.609
01 Araba/Álava	Overnight stays	Residents abroad	2014M08	1.701
01 Araba/Álava	Overnight stays	Residents abroad	2014M07	1.351
01 Araba/Álava	Overnight stays	Residents abroad	2014M06	974
01 Araba/Álava	Overnight stays	Residents abroad	2014M05	779
01 Araba/Álava	Overnight stays	Residents abroad	2014M04	1.086
01 Araba/Álava	Overnight stays	Residents abroad	2014M03	1.356
01 Araba/Álava	Overnight stays	Residents abroad	2014M02	1.236
01 Araba/Álava	Overnight stays	Residents abroad	2014M01	1.120
01 Araba/Álava	Overnight stays	Residents abroad	2013M12	""
01 Araba/Álava	Overnight stays	Residents abroad	2013M11	""
01 Araba/Álava	Overnight stays	Residents abroad	2013M10	""
01 Araba/Álava	Overnight stays	Residents abroad	2013M09	""
01 Araba/Álava	Overnight stays	Residents abroad	2013M08	""
01 Araba/Álava	Overnight stays	Residents abroad	2013M07	""
01 Araba/Álava	Overnight stays	Residents abroad	2013M06	""
01 Araba/Álava	Overnight stays	Residents abroad	2013M05	""
01 Araba/Álava	Overnight stays	Residents abroad	2013M04	""
01 Araba/Álava	Overnight stays	Residents abroad	2013M03	""
01 Araba/Álava	Overnight stays	Residents abroad	2013M02	""
01 Araba/Álava	Overnight stays	Residents abroad	2013M01	""
01 Araba/Álava	Overnight stays	Residents abroad	2012M12	""
01 Araba/Álava	Overnight stays	Residents abroad	2012M11	""
01 Araba/Álava	Overnight stays	Residents abroad	2012M10	""
01 Araba/Álava	Overnight stays	Residents abroad	2012M09	""
01 Araba/Álava	Overnight stays	Residents abroad	2012M08	""
01 Araba/Álava	Overnight stays	Residents abroad	2012M07	""
01 Araba/Álava	Overnight stays	Residents abroad	2012M06	""
01 Araba/Álava	Overnight stays	Residents abroad	2012M05	""
01 Araba/Álava	Overnight stays	Residents abroad	2012M04	""
01 Araba/Álava	Overnight stays	Residents abroad	2012M03	""
01 Araba/Álava	Overnight stays	Residents abroad	2012M02	""
01 Araba/Álava	Overnight stays	Residents abroad	2012M01	""
01 Araba/Álava	Overnight stays	Residents abroad	2011M12	""
01 Araba/Álava	Overnight stays	Residents abroad	2011M11	""
01 Araba/Álava	Overnight stays	Residents abroad	2011M10	""
01 Araba/Álava	Overnight stays	Residents abroad	2011M09	""
01 Araba/Álava	Overnight stays	Residents abroad	2011M08	""
01 Araba/Álava	Overnight stays	Residents abroad	2011M07	""
01 Araba/Álava	Overnight stays	Residents abroad	2011M06	""
01 Araba/Álava	Overnight stays	Residents abroad	2011M05	""
01 Araba/Álava	Overnight stays	Residents abroad	2011M04	""
01 Araba/Álava	Overnight stays	Residents abroad	2011M03	""
01 Araba/Álava	Overnight stays	Residents abroad	2011M02	""
01 Araba/Álava	Overnight stays	Residents abroad	2011M01	""
01 Araba/Álava	Overnight stays	Residents abroad	2010M12	""
01 Araba/Álava	Overnight stays	Residents abroad	2010M11	""
01 Araba/Álava	Overnight stays	Residents abroad	2010M10	""
01 Araba/Álava	Overnight stays	Residents abroad	2010M09	""
01 Araba/Álava	Overnight stays	Residents abroad	2010M08	""
01 Araba/Álava	Overnight stays	Residents abroad	2010M07	""
01 Araba/Álava	Overnight stays	Residents abroad	2010M06	""
01 Araba/Álava	Overnight stays	Residents abroad	2010M05	""
01 Araba/Álava	Overnight stays	Residents abroad	2010M04	""
01 Araba/Álava	Overnight stays	Residents abroad	2010M03	""
01 Araba/Álava	Overnight stays	Residents abroad	2010M02	""
01 Araba/Álava	Overnight stays	Residents abroad	2010M01	""
01 Araba/Álava	Overnight stays	Residents abroad	2009M12	""
01 Araba/Álava	Overnight stays	Residents abroad	2009M11	""
01 Araba/Álava	Overnight stays	Residents abroad	2009M10	""
01 Araba/Álava	Overnight stays	Residents abroad	2009M09	""
01 Araba/Álava	Overnight stays	Residents abroad	2009M08	""
01 Araba/Álava	Overnight stays	Residents abroad	2009M07	""
01 Araba/Álava	Overnight stays	Residents abroad	2009M06	""
01 Araba/Álava	Overnight stays	Residents abroad	2009M05	""
01 Araba/Álava	Overnight stays	Residents abroad	2009M04	""
01 Araba/Álava	Overnight stays	Residents abroad	2009M03	""
01 Araba/Álava	Overnight stays	Residents abroad	2009M02	""
01 Araba/Álava	Overnight stays	Residents abroad	2009M01	""
01 Araba/Álava	Overnight stays	Residents abroad	2008M12	""
01 Araba/Álava	Overnight stays	Residents abroad	2008M11	""
01 Araba/Álava	Overnight stays	Residents abroad	2008M10	""
01 Araba/Álava	Overnight stays	Residents abroad	2008M09	""
01 Araba/Álava	Overnight stays	Residents abroad	2008M08	""
01 Araba/Álava	Overnight stays	Residents abroad	2008M07	""
01 Araba/Álava	Overnight stays	Residents abroad	2008M06	""
01 Araba/Álava	Overnight stays	Residents abroad	2008M05	""
01 Araba/Álava	Overnight stays	Residents abroad	2008M04	""
01 Araba/Álava	Overnight stays	Residents abroad	2008M03	""
01 Araba/Álava	Overnight stays	Residents abroad	2008M02	""
01 Araba/Álava	Overnight stays	Residents abroad	2008M01	""
01 Araba/Álava	Overnight stays	Residents abroad	2007M12	""
01 Araba/Álava	Overnight stays	Residents abroad	2007M11	""
01 Araba/Álava	Overnight stays	Residents abroad	2007M10	""
01 Araba/Álava	Overnight stays	Residents abroad	2007M09	""
01 Araba/Álava	Overnight stays	Residents abroad	2007M08	""
01 Araba/Álava	Overnight stays	Residents abroad	2007M07	""
01 Araba/Álava	Overnight stays	Residents abroad	2007M06	""
01 Araba/Álava	Overnight stays	Residents abroad	2007M05	""
01 Araba/Álava	Overnight stays	Residents abroad	2007M04	""
01 Araba/Álava	Overnight stays	Residents abroad	2007M03	""
01 Araba/Álava	Overnight stays	Residents abroad	2007M02	""
01 Araba/Álava	Overnight stays	Residents abroad	2007M01	""
01 Araba/Álava	Overnight stays	Residents abroad	2006M12	""
01 Araba/Álava	Overnight stays	Residents abroad	2006M11	""
01 Araba/Álava	Overnight stays	Residents abroad	2006M10	""
01 Araba/Álava	Overnight stays	Residents abroad	2006M09	""
01 Araba/Álava	Overnight stays	Residents abroad	2006M08	""
01 Araba/Álava	Overnight stays	Residents abroad	2006M07	""
01 Araba/Álava	Overnight stays	Residents abroad	2006M06	""
01 Araba/Álava	Overnight stays	Residents abroad	2006M05	""
01 Araba/Álava	Overnight stays	Residents abroad	2006M04	""
01 Araba/Álava	Overnight stays	Residents abroad	2006M03	""
01 Araba/Álava	Overnight stays	Residents abroad	2006M02	""
01 Araba/Álava	Overnight stays	Residents abroad	2006M01	""
01 Araba/Álava	Overnight stays	Residents abroad	2005M12	""
01 Araba/Álava	Overnight stays	Residents abroad	2005M11	""
01 Araba/Álava	Overnight stays	Residents abroad	2005M10	""
01 Araba/Álava	Overnight stays	Residents abroad	2005M09	""
01 Araba/Álava	Overnight stays	Residents abroad	2005M08	""
01 Araba/Álava	Overnight stays	Residents abroad	2005M07	""
01 Araba/Álava	Overnight stays	Residents abroad	2005M06	""
01 Araba/Álava	Overnight stays	Residents abroad	2005M05	""
01 Araba/Álava	Overnight stays	Residents abroad	2005M04	""
01 Araba/Álava	Overnight stays	Residents abroad	2005M03	""
01 Araba/Álava	Overnight stays	Residents abroad	2005M02	""
01 Araba/Álava	Overnight stays	Residents abroad	2005M01	""
33 Asturias	Guests	Residents in Spain	2025M08	26.658
33 Asturias	Guests	Residents in Spain	2025M07	23.234
33 Asturias	Guests	Residents in Spain	2025M06	13.743
33 Asturias	Guests	Residents in Spain	2025M05	8.902
33 Asturias	Guests	Residents in Spain	2025M04	10.277
33 Asturias	Guests	Residents in Spain	2025M03	5.128
33 Asturias	Guests	Residents in Spain	2025M02	3.868
33 Asturias	Guests	Residents in Spain	2025M01	2.385
33 Asturias	Guests	Residents in Spain	2024M12	5.642
33 Asturias	Guests	Residents in Spain	2024M11	5.996
33 Asturias	Guests	Residents in Spain	2024M10	8.285
33 Asturias	Guests	Residents in Spain	2024M09	8.057
33 Asturias	Guests	Residents in Spain	2024M08	22.790
33 Asturias	Guests	Residents in Spain	2024M07	16.973
33 Asturias	Guests	Residents in Spain	2024M06	6.119
33 Asturias	Guests	Residents in Spain	2024M05	3.515
33 Asturias	Guests	Residents in Spain	2024M04	2.568
33 Asturias	Guests	Residents in Spain	2024M03	6.324
33 Asturias	Guests	Residents in Spain	2024M02	1.829
33 Asturias	Guests	Residents in Spain	2024M01	2.070
33 Asturias	Guests	Residents in Spain	2023M12	4.244
33 Asturias	Guests	Residents in Spain	2023M11	3.117
33 Asturias	Guests	Residents in Spain	2023M10	4.999
33 Asturias	Guests	Residents in Spain	2023M09	8.547
33 Asturias	Guests	Residents in Spain	2023M08	19.250
33 Asturias	Guests	Residents in Spain	2023M07	17.349
33 Asturias	Guests	Residents in Spain	2023M06	7.135
33 Asturias	Guests	Residents in Spain	2023M05	5.172
33 Asturias	Guests	Residents in Spain	2023M04	9.121
33 Asturias	Guests	Residents in Spain	2023M03	2.831
33 Asturias	Guests	Residents in Spain	2023M02	2.559
33 Asturias	Guests	Residents in Spain	2023M01	1.913
33 Asturias	Guests	Residents in Spain	2022M12	4.081
33 Asturias	Guests	Residents in Spain	2022M11	3.265
33 Asturias	Guests	Residents in Spain	2022M10	4.501
33 Asturias	Guests	Residents in Spain	2022M09	8.110
33 Asturias	Guests	Residents in Spain	2022M08	19.067
33 Asturias	Guests	Residents in Spain	2022M07	15.606
33 Asturias	Guests	Residents in Spain	2022M06	6.026
33 Asturias	Guests	Residents in Spain	2022M05	2.832
33 Asturias	Guests	Residents in Spain	2022M04	7.748
33 Asturias	Guests	Residents in Spain	2022M03	3.378
33 Asturias	Guests	Residents in Spain	2022M02	2.908
33 Asturias	Guests	Residents in Spain	2022M01	2.018
33 Asturias	Guests	Residents in Spain	2021M12	.
33 Asturias	Guests	Residents in Spain	2021M11	1.959
33 Asturias	Guests	Residents in Spain	2021M10	6.121
33 Asturias	Guests	Residents in Spain	2021M09	8.499
33 Asturias	Guests	Residents in Spain	2021M08	16.943
33 Asturias	Guests	Residents in Spain	2021M07	13.410
33 Asturias	Guests	Residents in Spain	2021M06	5.935
33 Asturias	Guests	Residents in Spain	2021M05	1.779
33 Asturias	Guests	Residents in Spain	2021M04	399
33 Asturias	Guests	Residents in Spain	2021M03	634
33 Asturias	Guests	Residents in Spain	2021M02	.
33 Asturias	Guests	Residents in Spain	2021M01	434
33 Asturias	Guests	Residents in Spain	2020M12	188
33 Asturias	Guests	Residents in Spain	2020M11	173
33 Asturias	Guests	Residents in Spain	2020M10	2.191
33 Asturias	Guests	Residents in Spain	2020M09	6.831
33 Asturias	Guests	Residents in Spain	2020M08	17.196
33 Asturias	Guests	Residents in Spain	2020M07	12.900
33 Asturias	Guests	Residents in Spain	2020M06	1.236
33 Asturias	Guests	Residents in Spain	2020M05	.
33 Asturias	Guests	Residents in Spain	2020M04	0
33 Asturias	Guests	Residents in Spain	2020M03	934
33 Asturias	Guests	Residents in Spain	2020M02	2.389
33 Asturias	Guests	Residents in Spain	2020M01	2.092
33 Asturias	Guests	Residents in Spain	2019M12	3.776
33 Asturias	Guests	Residents in Spain	2019M11	1.520
33 Asturias	Guests	Residents in Spain	2019M10	2.451
33 Asturias	Guests	Residents in Spain	2019M09	5.841
33 Asturias	Guests	Residents in Spain	2019M08	18.050
33 Asturias	Guests	Residents in Spain	2019M07	11.988
33 Asturias	Guests	Residents in Spain	2019M06	5.781
33 Asturias	Guests	Residents in Spain	2019M05	3.965
33 Asturias	Guests	Residents in Spain	2019M04	6.164
33 Asturias	Guests	Residents in Spain	2019M03	2.924
33 Asturias	Guests	Residents in Spain	2019M02	1.255
33 Asturias	Guests	Residents in Spain	2019M01	1.084
33 Asturias	Guests	Residents in Spain	2018M12	3.554
33 Asturias	Guests	Residents in Spain	2018M11	2.486
33 Asturias	Guests	Residents in Spain	2018M10	5.519
33 Asturias	Guests	Residents in Spain	2018M09	7.889
33 Asturias	Guests	Residents in Spain	2018M08	15.608
33 Asturias	Guests	Residents in Spain	2018M07	10.963
33 Asturias	Guests	Residents in Spain	2018M06	5.270
33 Asturias	Guests	Residents in Spain	2018M05	3.292
33 Asturias	Guests	Residents in Spain	2018M04	3.242
33 Asturias	Guests	Residents in Spain	2018M03	4.509
33 Asturias	Guests	Residents in Spain	2018M02	1.492
33 Asturias	Guests	Residents in Spain	2018M01	1.143
33 Asturias	Guests	Residents in Spain	2017M12	5.224
33 Asturias	Guests	Residents in Spain	2017M11	2.162
