Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	10 Comunitat Valenciana	Guests	Total		2001M04	94.299
National Total	10 Comunitat Valenciana	Guests	Total		2001M03	25.649
National Total	10 Comunitat Valenciana	Guests	Total		2001M02	14.784
National Total	10 Comunitat Valenciana	Guests	Total		2001M01	14.295
National Total	10 Comunitat Valenciana	Guests	Total		2000M12	18.941
National Total	10 Comunitat Valenciana	Guests	Total		2000M11	15.445
National Total	10 Comunitat Valenciana	Guests	Total		2000M10	30.553
National Total	10 Comunitat Valenciana	Guests	Total		2000M09	45.023
National Total	10 Comunitat Valenciana	Guests	Total		2000M08	155.301
National Total	10 Comunitat Valenciana	Guests	Total		2000M07	122.902
National Total	10 Comunitat Valenciana	Guests	Total		2000M06	45.569
National Total	10 Comunitat Valenciana	Guests	Total		2000M05	33.847
National Total	10 Comunitat Valenciana	Guests	Total		2000M04	73.697
National Total	10 Comunitat Valenciana	Guests	Total		2000M03	20.868
National Total	10 Comunitat Valenciana	Guests	Total		2000M02	13.961
National Total	10 Comunitat Valenciana	Guests	Total		2000M01	14.198
National Total	10 Comunitat Valenciana	Guests	Total		1999M12	13.711
National Total	10 Comunitat Valenciana	Guests	Total		1999M11	13.661
National Total	10 Comunitat Valenciana	Guests	Total		1999M10	23.621
National Total	10 Comunitat Valenciana	Guests	Total		1999M09	40.755
National Total	10 Comunitat Valenciana	Guests	Total		1999M08	158.695
National Total	10 Comunitat Valenciana	Guests	Total		1999M07	95.428
National Total	10 Comunitat Valenciana	Guests	Total		1999M06	39.121
National Total	10 Comunitat Valenciana	Guests	Total		1999M05	31.458
National Total	10 Comunitat Valenciana	Guests	Total		1999M04	60.883
National Total	10 Comunitat Valenciana	Guests	Total		1999M03	28.414
National Total	10 Comunitat Valenciana	Guests	Total		1999M02	13.012
National Total	10 Comunitat Valenciana	Guests	Total		1999M01	13.551
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2025M09	73.129
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2025M08	166.736
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2025M07	137.144
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2025M06	114.841
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2025M05	67.794
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2025M04	93.250
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2025M03	27.007
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2025M02	19.140
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2025M01	16.666
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2024M12	31.244
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2024M11	16.733
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2024M10	39.304
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2024M09	68.660
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2024M08	160.957
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2024M07	135.297
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2024M06	110.325
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2024M05	76.587
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2024M04	53.634
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2024M03	60.743
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2024M02	19.899
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2024M01	17.600
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2023M12	34.144
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2023M11	28.827
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2023M10	54.908
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2023M09	71.611
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2023M08	162.167
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2023M07	150.572
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2023M06	101.933
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2023M05	55.536
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2023M04	102.009
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2023M03	28.233
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2023M02	15.899
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2023M01	17.128
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2022M12	28.921
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2022M11	19.268
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2022M10	51.988
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2022M09	74.271
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2022M08	166.279
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2022M07	152.038
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2022M06	110.773
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2022M05	68.206
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2022M04	85.245
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2022M03	19.025
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2022M02	19.215
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2022M01	18.881
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2021M12	32.869
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2021M11	21.712
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2021M10	66.419
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2021M09	81.984
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2021M08	181.720
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2021M07	148.955
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2021M06	110.816
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2021M05	64.372
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2021M04	63.256
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2021M03	29.698
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2021M02	10.851
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2021M01	10.474
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2020M12	22.104
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2020M11	12.793
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2020M10	45.548
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2020M09	62.829
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2020M08	143.235
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2020M07	88.970
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2020M06	41.891
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2020M05	.
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2020M04	0
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2020M03	4.716
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2020M02	18.214
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2020M01	11.916
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2019M12	24.372
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2019M11	22.061
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2019M10	33.583
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2019M09	49.726
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2019M08	151.079
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2019M07	106.835
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2019M06	89.617
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2019M05	45.931
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2019M04	58.783
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2019M03	25.449
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2019M02	15.746
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2019M01	12.380
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2018M12	23.189
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2018M11	20.614
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2018M10	36.005
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2018M09	53.004
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2018M08	144.742
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2018M07	110.905
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2018M06	77.114
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2018M05	37.908
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2018M04	51.869
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2018M03	48.831
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2018M02	11.712
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2018M01	10.129
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2017M12	21.255
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2017M11	15.862
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2017M10	33.198
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2017M09	50.109
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2017M08	138.601
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2017M07	107.486
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2017M06	74.497
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2017M05	34.605
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2017M04	71.493
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2017M03	21.261
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2017M02	10.719
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2017M01	15.234
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2016M12	16.162
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2016M11	12.864
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2016M10	28.099
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2016M09	46.686
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2016M08	135.584
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2016M07	106.952
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2016M06	64.265
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2016M05	37.350
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2016M04	30.171
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2016M03	44.114
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2016M02	12.002
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2016M01	15.023
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2015M12	18.965
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2015M11	11.138
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2015M10	26.800
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2015M09	38.276
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2015M08	121.785
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2015M07	91.742
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2015M06	59.976
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2015M05	36.134
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2015M04	53.672
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2015M03	19.971
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2015M02	9.793
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2015M01	10.591
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2014M12	16.512
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2014M11	11.702
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2014M10	21.139
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2014M09	35.112
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2014M08	124.186
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2014M07	91.419
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2014M06	55.938
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2014M05	36.071
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2014M04	53.295
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2014M03	17.068
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2014M02	11.641
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2014M01	9.461
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2013M12	14.619
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2013M11	13.866
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2013M10	20.252
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2013M09	32.249
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2013M08	113.556
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2013M07	85.952
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2013M06	51.547
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2013M05	30.427
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2013M04	24.253
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2013M03	37.702
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2013M02	10.562
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2013M01	9.748
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2012M12	14.915
National Total	10 Comunitat Valenciana	Guests	Total	Residents in Spain	2012M11	11.182
